623	1
590	2
811	2
2581	3
196	4
197	4
360	4
768	4
917	4
976	4
1293	4
1294	4
1295	4
1296	4
1363	4
1364	4
1382	4
1708	4
2100	4
2352	4
2395	4
2460	4
2463	4
2466	4
2674	4
2675	4
2829	4
2915	4
2921	4
3003	4
3015	4
3039	4
3712	4
3950	4
4418	4
4471	4
4653	4
5078	4
5300	4
5360	4
5409	4
5997	4
816	5
1146	6
1797	6
2207	6
3817	6
398	7
2529	7
2533	7
2564	7
3837	7
4195	7
4638	7
2361	8
1602	9
2839	10
123	11
3518	12
493	13
1171	13
1184	13
1371	13
1493	13
2781	13
3538	13
3602	13
1846	14
2615	14
2824	14
2096	15
128	16
839	16
4612	16
2785	17
4236	18
1173	19
2419	20
761	21
3540	22
3634	23
5913	23
4214	24
509	25
242	26
2012	27
1697	28
2287	29
2956	30
1176	31
2589	31
3459	31
3512	32
2391	33
360	34
4351	34
5870	34
5521	35
3103	36
3764	37
1819	38
2626	39
2696	39
920	40
2282	41
2672	42
501	43
1426	44
3234	45
5741	46
3635	47
5285	48
4784	49
1097	50
3673	50
433	51
3524	52
2783	53
2696	54
2927	55
4620	56
4236	57
4626	58
3789	59
3115	60
103	61
4928	62
5537	63
501	64
509	64
1099	65
3039	66
846	67
884	67
4530	67
1094	68
3759	68
5290	69
1154	70
2628	71
4237	72
509	73
3656	73
509	74
1154	75
3713	76
3523	77
4214	78
1154	79
366	80
446	81
1150	81
4699	82
673	83
516	84
2696	85
4236	86
4699	87
4699	88
4699	89
4699	90
1168	91
1676	92
3697	93
3820	93
1154	94
1753	95
446	96
4731	97
516	98
4237	99
446	100
558	100
2824	101
3646	102
1174	103
3656	103
4999	103
4236	104
2282	105
3656	106
5515	107
2378	108
3103	109
3764	109
5503	109
509	110
1174	110
505	111
507	111
3234	112
832	113
1819	114
1174	115
3518	115
242	116
509	117
1174	117
4214	117
4098	118
4236	119
357	120
501	121
3549	122
2783	123
172	124
2783	125
1169	126
1173	127
1819	127
3590	128
3652	128
516	129
1428	129
3912	129
5617	130
2592	131
5137	132
5276	133
4422	134
1150	135
722	136
1154	136
4699	136
3730	137
3700	138
4737	139
1174	140
2268	141
2012	142
5303	142
1154	143
3473	143
2823	144
4559	145
1168	146
1097	147
2847	148
558	149
558	150
5296	151
2479	152
509	153
4733	154
5913	155
3244	156
746	157
2789	157
2595	158
2714	158
2956	158
5058	158
5387	159
3516	160
2303	161
4699	162
501	163
509	163
516	163
1066	163
3518	163
1697	164
676	165
4181	166
5220	167
1819	168
501	169
655	169
1066	169
1174	169
4993	169
516	170
4699	171
3932	172
4699	173
1066	174
1066	175
4306	176
4236	177
1175	178
4485	178
1705	179
5387	180
1154	181
1174	181
558	182
1793	183
4485	183
2849	184
1066	185
5001	186
4699	187
1471	188
4236	189
558	190
4098	190
4699	191
1152	192
4937	192
2813	193
2689	194
4214	195
531	196
4236	197
2306	198
1154	199
2783	200
1744	201
1819	201
2519	201
1066	202
4997	203
4998	203
5001	203
2940	204
2407	205
5001	206
4895	207
5222	208
2294	209
509	210
5948	210
558	211
4638	212
1093	213
3567	213
1174	214
3656	214
509	215
3696	216
531	217
346	218
1066	218
509	219
3518	219
3656	219
5374	219
4699	220
4098	221
2055	222
971	223
1254	223
3789	224
4236	225
3511	226
5105	227
2479	228
3635	229
4221	230
4237	231
5521	232
3925	233
588	234
1229	235
558	236
3817	237
1150	238
3520	239
558	240
4214	241
1171	242
2828	243
2282	244
4862	245
4608	246
1168	247
4236	248
3375	249
2314	250
3845	250
2331	251
1174	252
3244	252
3540	252
3830	252
5852	253
2379	254
648	255
1171	256
2815	257
673	258
1066	259
2642	260
2530	261
1168	262
2570	262
2678	262
2365	263
509	264
3518	264
509	265
4214	265
2303	266
3979	267
2696	268
588	269
4342	270
1819	271
322	272
5948	273
4699	274
4895	275
1575	276
1066	277
4342	278
1066	279
501	280
509	280
1174	280
2823	280
3518	280
4214	280
4215	280
2866	281
4215	282
4729	283
2793	284
626	285
2813	286
2825	286
5276	286
509	287
3789	288
1096	289
1066	290
509	291
4993	292
3649	293
627	294
2696	295
3811	296
1154	297
1066	298
4237	299
1066	300
3523	301
2457	302
4422	303
2800	304
3652	305
4236	306
1174	307
1066	308
4795	308
5114	308
846	309
2012	310
1819	311
501	312
4221	313
3637	314
4620	314
3651	315
678	316
3709	317
2752	318
4237	319
844	320
2783	321
2566	322
1168	323
3724	324
1708	325
2590	326
3656	326
4215	326
516	327
1697	327
4422	327
4552	327
5178	327
509	328
3654	329
2783	330
2719	331
509	332
509	333
2845	334
5677	335
4215	336
2529	337
5902	338
242	339
509	340
2919	341
1383	342
